,,,,,,Totals,Totals,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Age,Tm,Lg,Season,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
727,Sean Williams\willise01,21,NJN,NBA,2007-08,73,29,17.5,2.2,4.2,2.2,4.2,0,0,1.1,1.8,1.6,2.8,4.4,0.4,0.4,1.5,1,2.6,5.6,0.538,0.538,,0.538,0.609,0.563
728,Brandan Wright\wrighbr03,20,GSW,NBA,2007-08,38,6,9.9,1.6,2.9,1.6,2.9,0,0,0.7,1.1,1,1.6,2.6,0.2,0.2,0.6,0.3,0.9,4,0.554,0.554,,0.554,0.675,0.583
729,Julian Wright\wrighju01,20,NOH,NBA,2007-08,57,1,11.2,1.6,3,1.4,2.5,0.2,0.4,0.6,0.9,0.6,1.5,2.1,0.7,0.5,0.2,0.6,0.8,3.9,0.533,0.552,0.417,0.562,0.635,0.581
730,Nick Young\youngni01,22,WAS,NBA,2007-08,75,2,15.4,2.8,6.4,2.3,5,0.5,1.3,1.3,1.7,0.3,1.2,1.5,0.8,0.5,0.1,1.3,1.7,7.5,0.439,0.45,0.4,0.481,0.815,0.527
731,Thaddeus Young\youngth01,19,PHI,NBA,2007-08,74,22,21,3.6,6.6,3.5,6.4,0.1,0.3,1,1.4,1.6,2.6,4.2,0.8,1,0.1,0.9,1.7,8.2,0.539,0.548,0.316,0.545,0.738,0.57
732,Hassan Adams\adamsha01,22,NJN,NBA,2006-07,61,8,8.1,1.2,2.2,1.2,2.2,0,0,0.4,0.6,0.6,0.7,1.3,0.2,0.3,0.1,0.4,0.8,2.9,0.556,0.56,0,0.556,0.667,0.577
733,Maurice Ager\agerma01,22,DAL,NBA,2006-07,32,1,6.7,0.7,2.2,0.5,1.7,0.2,0.5,0.6,1,0,0.6,0.7,0.2,0.1,0.1,0.5,0.8,2.2,0.314,0.309,0.333,0.35,0.606,0.408
734,LaMarcus Aldridge\aldrila01,21,POR,NBA,2006-07,63,22,22.1,3.8,7.6,3.8,7.6,0,0,1.3,1.8,2.3,2.7,5,0.4,0.3,1.2,0.7,3,9,0.503,0.505,0,0.503,0.722,0.533
735,Lou Amundson\amundlo01,24,TOT,NBA,2006-07,11,0,8.1,0.5,1.4,0.5,1.4,0,0,0.4,0.9,1.2,1.4,2.5,0.1,0.1,0.7,0.5,1.4,1.5,0.4,0.4,,0.4,0.4,0.412
736,Hilton Armstrong\armsthi01,22,NOK,NBA,2006-07,56,5,11.3,1.2,2.2,1.2,2.2,0,0,0.7,1.2,1,1.6,2.7,0.2,0.2,0.5,0.6,1.4,3.1,0.544,0.544,,0.544,0.597,0.57
737,James Augustine\augusja01,22,ORL,NBA,2006-07,2,0,3.5,0.5,1.5,0.5,1.5,0,0,0,0,0.5,1,1.5,1,0,0,0,1,1,0.333,0.333,,0.333,,0.333
738,Kelenna Azubuike\azubuke01,23,GSW,NBA,2006-07,41,9,16.3,2.4,5.4,1.6,3.4,0.8,1.9,1.5,1.9,0.6,1.7,2.3,0.7,0.5,0.2,1,1.2,7.1,0.445,0.454,0.43,0.523,0.782,0.572
739,Renaldo Balkman\balkmre01,22,NYK,NBA,2006-07,68,1,15.6,2,4,2,3.6,0.1,0.4,0.8,1.3,1.4,2.9,4.3,0.6,0.8,0.6,0.7,2.1,4.9,0.505,0.54,0.185,0.515,0.567,0.531
740,J.J. Barea\bareajo01,22,DAL,NBA,2006-07,33,1,5.8,0.8,2.4,0.7,1.7,0.2,0.6,0.5,0.7,0.2,0.5,0.8,0.7,0,0,0.4,0.6,2.4,0.359,0.386,0.286,0.397,0.667,0.44
741,Andrea Bargnani\bargnan01,21,TOR,NBA,2006-07,65,2,25.1,4.1,9.6,2.6,5.5,1.5,4.1,1.8,2.2,0.8,3.1,3.9,0.8,0.5,0.8,1.6,2.8,11.6,0.427,0.468,0.373,0.507,0.824,0.546
742,Will Blalock\blalowi01,23,DET,NBA,2006-07,14,0,11.9,0.6,2.1,0.6,1.8,0.1,0.4,0.4,0.4,0.4,0.6,1.1,1.2,0.4,0,0.9,0.6,1.8,0.3,0.32,0.2,0.317,1,0.383
743,Josh Boone\boonejo01,22,NJN,NBA,2006-07,61,0,11,1.6,2.8,1.6,2.8,0,0,0.9,1.7,1,1.8,2.9,0.2,0.2,0.3,0.5,1.5,4.2,0.579,0.579,,0.579,0.544,0.587
744,Cedric Bozeman\bozemce01,23,ATL,NBA,2006-07,23,5,8.7,0.5,1.7,0.4,1.1,0.1,0.6,0.1,0.3,0.1,0.9,1,0.4,0.2,0.1,0.4,1.4,1.1,0.282,0.346,0.154,0.308,0.333,0.312
745,Ronnie Brewer\brewero02,21,UTA,NBA,2006-07,56,14,12.1,1.8,3.4,1.8,3.3,0,0.2,1,1.5,0.7,0.7,1.3,0.4,0.7,0.1,0.4,0.8,4.6,0.528,0.554,0,0.528,0.675,0.566
746,Andre Brown\brownan01,25,SEA,NBA,2006-07,38,0,7.1,1.1,1.9,1.1,1.9,0,0,0.2,0.4,0.7,1.3,1.9,0.1,0.2,0.1,0.8,0.7,2.4,0.568,0.575,0,0.568,0.6,0.577
747,Dee Brown\brownde03,22,UTA,NBA,2006-07,49,0,9.2,0.7,2,0.5,1.4,0.1,0.6,0.5,0.8,0.2,0.7,0.8,1.7,0.4,0.1,0.6,1,1.9,0.327,0.371,0.214,0.357,0.649,0.411
748,Shannon Brown\brownsh01,21,CLE,NBA,2006-07,23,5,8.8,1.2,3.2,0.9,2.1,0.3,1.1,0.4,0.6,0.3,0.7,0.9,0.4,0.3,0.1,0.6,1,3.2,0.378,0.429,0.28,0.426,0.714,0.455
749,Rodney Carney\carnero01,22,PHI,NBA,2006-07,67,35,17.4,2.7,5.9,2.3,4.8,0.4,1.1,0.8,1.3,0.6,1.3,1.9,0.4,0.6,0.3,0.6,1.8,6.6,0.464,0.491,0.347,0.496,0.609,0.514
750,Mardy Collins\collima01,22,NYK,NBA,2006-07,52,9,14.9,1.7,4.4,1.4,3.5,0.3,0.9,0.9,1.6,0.5,1.5,2,1.6,0.6,0.1,1.1,1.4,4.5,0.382,0.409,0.277,0.41,0.585,0.445
751,Will Conroy\conrowi01,24,TOT,NBA,2006-07,7,0,7.4,0,0.4,0,0.4,0,0,0,0.6,0.4,0.6,1,1.3,0,0,0.3,1,0,0,0,,0,0,0
752,Paul Davis\davispa01,22,LAC,NBA,2006-07,31,0,5.8,0.7,1.7,0.7,1.7,0,0,0.2,0.3,0.7,0.7,1.4,0.2,0.2,0.2,0.3,0.9,1.6,0.423,0.423,,0.423,0.7,0.452
753,Yakhouba Diawara\diawaya01,24,DEN,NBA,2006-07,64,19,18.4,1.6,4.6,0.8,1.9,0.8,2.7,0.5,0.8,0.4,1.3,1.7,0.9,0.5,0.1,0.6,2.1,4.4,0.342,0.418,0.288,0.426,0.66,0.45
754,Quincy Douby\doubyqu01,22,SAC,NBA,2006-07,42,0,8.5,1.1,3,0.9,1.8,0.3,1.2,0.3,0.4,0.3,0.6,0.9,0.4,0.4,0.1,0.4,0.5,2.8,0.381,0.474,0.24,0.429,0.733,0.449
755,Jordan Farmar\farmajo01,20,LAL,NBA,2006-07,72,2,15.1,1.7,4.1,1.1,2.2,0.6,1.9,0.4,0.5,0.3,1.3,1.7,1.9,0.6,0.1,1,1.1,4.4,0.422,0.503,0.328,0.498,0.711,0.515
756,Desmon Farmer\farmede01,25,SEA,NBA,2006-07,8,0,4,0.6,1.9,0.4,0.9,0.3,1,0.1,0.1,0,0.1,0.1,1.1,0.1,0,0.1,0.3,1.6,0.333,0.429,0.25,0.4,1,0.421
757,Randy Foye\foyera01,23,MIN,NBA,2006-07,82,12,22.9,3.7,8.4,2.8,6.2,0.8,2.3,2,2.3,0.6,2.1,2.7,2.8,0.6,0.3,1.9,2.2,10.1,0.434,0.458,0.368,0.483,0.854,0.536
758,Jorge Garbajosa\garbajo01,29,TOR,NBA,2006-07,67,60,28.5,3.3,7.9,2.3,5,1,2.9,0.9,1.2,0.7,4.2,4.9,1.9,1.2,0.2,1,1.3,8.5,0.42,0.464,0.342,0.482,0.731,0.503
759,Rudy Gay\gayru01,20,MEM,NBA,2006-07,78,43,27,4.1,9.7,3.4,7.9,0.7,1.8,1.9,2.7,1.2,3.3,4.5,1.3,0.9,0.9,1.8,2.5,10.8,0.422,0.436,0.364,0.457,0.727,0.497
760,Mickael Gelabale\gelabmi01,23,SEA,NBA,2006-07,70,14,17.7,1.7,3.8,1.6,3.1,0.2,0.7,0.9,1.2,0.8,1.6,2.5,0.8,0.3,0.3,0.7,1.5,4.6,0.462,0.512,0.234,0.483,0.805,0.535
761,Daniel Gibson\gibsoda01,20,CLE,NBA,2006-07,60,16,16.5,1.6,3.9,0.8,1.8,0.9,2.1,0.5,0.7,0.5,1.1,1.5,1.2,0.4,0.1,0.7,1.6,4.6,0.424,0.43,0.419,0.537,0.718,0.556
762,Andreas Glyniadakis\glynian01,25,SEA,NBA,2006-07,13,4,6.2,0.6,1.3,0.6,1.3,0,0,0.1,0.2,0.2,0.5,0.6,0.1,0,0,0.7,1.5,1.3,0.471,0.471,,0.471,0.5,0.475
763,Lynn Greer\greerly01,27,MIL,NBA,2006-07,41,0,10.5,1.5,3.4,1,2.2,0.4,1.3,0.7,0.8,0,0.6,0.7,1.3,0.4,0,0.4,0.8,4.1,0.433,0.483,0.346,0.496,0.844,0.538
764,Mike Hall\hallmi01,22,WAS,NBA,2006-07,2,0,6.5,0.5,2,0.5,2,0,0,0,0,0.5,0.5,1,0.5,0,0,0,0.5,1,0.25,0.25,,0.25,,0.25
765,Walter Herrmann\herrmwa01,27,CHA,NBA,2006-07,48,12,19.5,3.6,6.9,2.5,4.5,1.1,2.4,0.9,1.1,0.6,2.3,2.9,0.5,0.4,0.1,0.7,1.6,9.2,0.527,0.563,0.461,0.608,0.774,0.625
766,Robert Hite\hitero01,23,MIA,NBA,2006-07,12,0,11.3,1.6,5,1.2,3.1,0.4,1.9,0.7,1,0.3,1,1.3,0.7,0.3,0.2,0.5,0.7,4.3,0.317,0.378,0.217,0.358,0.667,0.391
767,Ryan Hollins\holliry01,22,CHA,NBA,2006-07,27,0,6.9,0.7,1.3,0.7,1.3,0,0,0.9,1.5,0.4,0.7,1.1,0,0.1,0.3,0.6,1.5,2.4,0.556,0.556,,0.556,0.6,0.597
768,Mile Ilic\ilicmi01,22,NJN,NBA,2006-07,5,0,1.2,0,0.6,0,0.6,0,0,0,0,0,0.2,0.2,0,0,0,0.6,0.2,0,0,0,,0,,0
769,Ersan Ilyasova\ilyaser01,19,MIL,NBA,2006-07,66,14,14.7,2.1,5.5,1.3,3.3,0.8,2.2,1.1,1.3,0.9,2,2.9,0.7,0.4,0.3,0.8,2.2,6.1,0.383,0.395,0.365,0.457,0.787,0.5
770,Alexander Johnson\johnsal01,23,MEM,NBA,2006-07,59,19,12.8,1.5,2.9,1.5,2.9,0,0,1.3,2,0.8,2.2,3.1,0.3,0.4,0.6,0.8,2.3,4.4,0.538,0.538,,0.538,0.661,0.588
771,Bobby Jones\jonesbo02,23,PHI,NBA,2006-07,44,5,7.6,1,2.1,1,1.9,0,0.2,0.5,0.9,0.5,0.8,1.3,0.4,0.3,0,0.4,1.3,2.5,0.462,0.5,0.111,0.468,0.561,0.495
772,Solomon Jones\jonesso01,22,ATL,NBA,2006-07,58,8,11.5,1.1,2.2,1.1,2.2,0,0,1,1.3,0.8,1.5,2.3,0.2,0.2,0.7,0.4,2.1,3.3,0.508,0.512,0,0.508,0.787,0.587
773,Tarence Kinsey\kinseta01,22,MEM,NBA,2006-07,48,12,20.1,2.9,6.3,2.6,5.4,0.3,1,1.6,2,0.6,1.4,2,0.9,1.1,0,1,1.2,7.7,0.457,0.488,0.283,0.479,0.796,0.532
774,James Lang\langja01,23,WAS,NBA,2006-07,11,0,5,0.4,0.8,0.4,0.8,0,0,0.3,0.5,0.5,0.5,1,0.2,0,0.3,0.2,1.3,1,0.444,0.444,,0.444,0.6,0.491
775,Kyle Lowry\lowryky01,20,MEM,NBA,2006-07,10,0,17.5,1.4,3.8,1.1,3,0.3,0.8,2.5,2.8,1.2,1.9,3.1,3.2,1.4,0.1,1.2,2,5.6,0.368,0.367,0.375,0.408,0.893,0.556
776,Renaldo Major\majorre01,24,GSW,NBA,2006-07,1,0,27,2,10,2,10,0,0,1,2,0,2,2,0,2,0,1,4,5,0.2,0.2,,0.2,0.5,0.23
777,Damir Markota\markoda01,21,MIL,NBA,2006-07,30,0,5.7,0.6,1.7,0.4,1.2,0.2,0.5,0.2,0.4,0.4,0.7,1,0.2,0.1,0,0.5,0.7,1.7,0.365,0.361,0.375,0.423,0.636,0.449
778,Chris McCray\mccrach01,22,MIL,NBA,2006-07,5,0,2.4,0,0.6,0,0.6,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0,0,0,,0,,0
779,Ivan McFarlin\mcfariv01,24,PHI,NBA,2006-07,11,0,3.7,0.5,1.2,0.5,1.1,0,0.1,0.5,0.6,0.6,0.4,1,0.1,0,0,0.1,0.7,1.4,0.385,0.417,0,0.385,0.714,0.466
780,Pops Mensah-Bonsu\mensapo01,23,DAL,NBA,2006-07,12,0,5.9,0.9,1.4,0.9,1.4,0,0,0.6,1.5,0.8,1,1.8,0,0.1,0,0.8,0.7,2.4,0.647,0.647,,0.647,0.389,0.582
781,Paul Millsap\millspa01,21,UTA,NBA,2006-07,82,1,18,2.5,4.9,2.5,4.8,0,0,1.7,2.5,2.2,2.9,5.2,0.8,0.8,0.9,1.1,2.9,6.8,0.525,0.527,0.333,0.526,0.673,0.571
782,Randolph Morris\morrira01,21,NYK,NBA,2006-07,5,0,8.8,0.2,1.2,0.2,1.2,0,0,0.4,1.2,0.2,1.6,1.8,0.2,0.4,0.2,0.4,0.8,0.8,0.167,0.167,,0.167,0.333,0.231
783,Adam Morrison\morriad01,22,CHA,NBA,2006-07,78,23,29.8,4.6,12.1,3.4,8.8,1.1,3.3,1.5,2.2,0.7,2.3,2.9,2.1,0.4,0.1,1.7,2.3,11.8,0.376,0.391,0.337,0.422,0.71,0.45
784,David Noel\noelda01,22,MIL,NBA,2006-07,68,0,11.6,1,2.6,0.7,1.8,0.3,0.8,0.5,0.6,0.6,1.2,1.8,1,0.4,0.1,0.6,1.1,2.7,0.367,0.387,0.321,0.415,0.86,0.47
785,Steve Novak\novakst01,23,HOU,NBA,2006-07,35,1,5.5,0.5,1.4,0.1,0.3,0.4,1.1,0.1,0.1,0.1,0.6,0.7,0.2,0.1,0,0.1,0.6,1.5,0.36,0.455,0.333,0.49,1,0.501
786,Patrick O'Bryant\obryapa01,20,GSW,NBA,2006-07,16,0,7.4,0.6,2,0.6,2,0,0,0.7,1.1,0.4,0.9,1.3,0.6,0.4,0.5,0.5,1.6,1.9,0.313,0.313,,0.313,0.647,0.393
787,Kevinn Pinkney\pinknke01,23,BOS,NBA,2006-07,6,0,16.7,2,4.5,1.8,4.2,0.2,0.3,1,1.5,1.2,1.3,2.5,0.8,0.5,0.5,0.7,2,5.2,0.444,0.44,0.5,0.463,0.667,0.501
788,Leon Powe\powele01,23,BOS,NBA,2006-07,63,2,11.4,1.3,2.8,1.3,2.8,0,0,1.7,2.3,1.5,1.9,3.4,0.2,0.2,0.3,0.7,1.7,4.2,0.446,0.451,0,0.446,0.736,0.549
789,Roger Powell\powelro01,24,UTA,NBA,2006-07,3,0,4.3,0,1,0,0.7,0,0.3,0.7,0.7,1,0,1,0,0,0,1,0.7,0.7,0,0,0,0,1,0.258
790,Chris Quinn\quinnch01,23,MIA,NBA,2006-07,42,1,9.7,1.1,3.1,0.7,1.8,0.5,1.4,0.6,0.9,0.1,0.6,0.7,1.5,0.4,0,0.5,0.8,3.4,0.366,0.378,0.351,0.443,0.676,0.479
791,Allan Ray\rayal01,22,BOS,NBA,2006-07,47,5,15.1,2.1,5.5,1.1,3,1,2.5,0.9,1.2,0.4,1.1,1.5,0.9,0.4,0.1,0.9,1.8,6.2,0.386,0.364,0.414,0.479,0.764,0.512
792,J.J. Redick\redicjj01,22,ORL,NBA,2006-07,42,0,14.8,1.9,4.6,1,2.3,0.9,2.3,1.3,1.4,0.2,1,1.2,0.9,0.3,0,0.5,1.2,6,0.41,0.433,0.388,0.508,0.9,0.569
793,Jeremy Richardson\richaje01,22,TOT,NBA,2006-07,6,0,3.3,0.5,1,0.2,0.5,0.3,0.5,0,0,0.2,0.2,0.3,0,0.2,0,0.2,0.3,1.3,0.5,0.333,0.667,0.667,,0.667
794,Sergio Rodriguez\rodrise01,20,POR,NBA,2006-07,67,1,12.9,1.5,3.6,1.1,2.3,0.4,1.3,0.3,0.4,0.3,1.1,1.4,3.3,0.5,0,1.1,1.1,3.7,0.423,0.5,0.282,0.473,0.808,0.493
795,Rajon Rondo\rondora01,20,BOS,NBA,2006-07,78,25,23.5,2.4,5.8,2.3,5.4,0.1,0.4,1.5,2.4,0.9,2.8,3.7,3.8,1.6,0.1,1.8,2.3,6.4,0.418,0.432,0.207,0.424,0.647,0.472
796,Brandon Roy\roybr01,22,POR,NBA,2006-07,57,55,35.4,6.1,13.4,5.2,10.9,1,2.6,3.5,4.2,1,3.4,4.4,4,1.2,0.2,2,2.4,16.8,0.456,0.475,0.377,0.492,0.838,0.548
797,Thabo Sefolosha\sefolth01,22,CHI,NBA,2006-07,71,4,12.2,1.5,3.6,1.3,3,0.2,0.6,0.3,0.6,0.5,1.7,2.2,0.8,0.5,0.2,0.8,1.4,3.6,0.426,0.439,0.357,0.455,0.511,0.464
798,Mouhamed Sene\senesa01,20,SEA,NBA,2006-07,28,3,6,0.6,1.8,0.6,1.8,0,0,0.6,1,0.6,1,1.6,0,0.1,0.4,0.4,1.2,1.9,0.367,0.367,,0.367,0.586,0.429
799,Cedric Simmons\simmoce01,21,NOK,NBA,2006-07,43,4,12.4,1.3,3.1,1.3,3.1,0,0,0.4,0.8,1,1.5,2.5,0.3,0.2,0.5,0.5,1.7,2.9,0.417,0.417,,0.417,0.485,0.43
800,Uros Slokar\slokaur01,23,TOR,NBA,2006-07,20,0,3.6,0.7,1.3,0.7,1.2,0.1,0.1,0.5,0.7,0.4,0.4,0.7,0.1,0.1,0.1,0.5,0.6,1.9,0.538,0.542,0.5,0.558,0.692,0.599
801,Craig Smith\smithcr01,23,MIN,NBA,2006-07,82,5,18.7,3,5.6,3,5.6,0,0.1,1.4,2.3,1.8,3.3,5.1,0.6,0.6,0.2,0.9,2.7,7.4,0.531,0.538,0,0.531,0.624,0.558
802,Steven Smith\smithst03,23,PHI,NBA,2006-07,8,0,3.5,0.3,1,0.3,1,0,0,0.1,0.3,0.1,0.6,0.8,0,0.1,0,0.3,0.5,0.6,0.25,0.25,,0.25,0.5,0.282
803,Vassilis Spanoulis\spanova01,24,HOU,NBA,2006-07,31,0,8.8,0.7,2.3,0.6,1.4,0.2,0.9,1.1,1.4,0.2,0.5,0.7,0.9,0.2,0,0.9,1.1,2.7,0.319,0.419,0.172,0.354,0.81,0.47
804,Tyrus Thomas\thomaty01,20,CHI,NBA,2006-07,72,4,13.4,1.9,3.9,1.9,3.9,0,0,1.5,2.4,1.2,2.5,3.7,0.6,0.6,1.1,1.3,2.3,5.2,0.475,0.479,0,0.475,0.606,0.521
805,P.J. Tucker\tuckepj01,21,TOR,NBA,2006-07,17,0,4.9,0.6,1.3,0.6,1.3,0,0,0.5,0.8,0.6,0.7,1.4,0.2,0.1,0,0.4,0.7,1.8,0.5,0.5,,0.5,0.571,0.533
806,Marcus Vinicius\vincima01,22,NOK,NBA,2006-07,13,0,7.9,0.5,1.2,0.3,0.6,0.2,0.5,0.4,0.5,0.2,0.7,0.8,0.4,0.2,0.1,0.5,0.8,1.7,0.467,0.5,0.429,0.567,0.714,0.608
807,James White\whiteja02,24,SAS,NBA,2006-07,6,2,22.8,3,6.8,2.7,5.7,0.3,1.2,2,2.5,0.5,2.8,3.3,0.8,0.5,0.2,0.8,1.2,8.3,0.439,0.471,0.286,0.463,0.8,0.525
808,Justin Williams\williju01,22,SAC,NBA,2006-07,26,1,12.8,2.1,3.4,2.1,3.3,0,0,0.9,2.4,2,2.5,4.4,0.1,0.2,0.6,0.6,2,5,0.614,0.621,0,0.614,0.365,0.566
809,Marcus Williams\willima03,21,NJN,NBA,2006-07,79,2,16.6,2.6,6.7,2.1,4.6,0.6,2.1,0.9,1.1,0.4,1.7,2.1,3.3,0.4,0,1.8,1.2,6.8,0.395,0.446,0.282,0.439,0.847,0.474
810,Shawne Williams\willish03,20,IND,NBA,2006-07,46,3,12.1,1.6,3.5,1.2,2.3,0.4,1.1,0.2,0.4,0.7,1.1,1.8,0.5,0.1,0.2,0.5,1.5,3.9,0.469,0.519,0.365,0.528,0.55,0.533
811,Shelden Williams\willish02,23,ATL,NBA,2006-07,81,31,18.7,2,4.5,2,4.5,0,0,1.4,1.8,1.6,3.8,5.4,0.5,0.6,0.5,1.2,2.5,5.5,0.455,0.454,0.5,0.458,0.764,0.518
812,Alex Acker\ackeral01,23,DET,NBA,2005-06,5,0,7,0.8,3.2,0.6,2.2,0.2,1,0,0,0.2,0.8,1,0.8,0.2,0,0.8,0.8,1.8,0.25,0.273,0.2,0.281,,0.281
813,Alan Anderson\anderal01,23,CHA,NBA,2005-06,36,7,15.7,2.1,5,1.4,3.4,0.7,1.6,0.9,1.1,0.6,1.3,1.9,0.9,0.3,0.1,0.9,1.3,5.8,0.414,0.415,0.414,0.481,0.805,0.52
814,Martynas Andriuskevicius\andrima01,19,CLE,NBA,2005-06,6,0,1.5,0,0.2,0,0.2,0,0,0,0,0.2,0.5,0.7,0,0.3,0,0,0.2,0,0,0,,0,,0
815,Earl Barron\barroea01,24,MIA,NBA,2005-06,8,0,5.6,0.6,2,0.6,2,0,0,0.4,0.5,0.3,1,1.3,0,0,0,0.6,1.3,1.6,0.313,0.313,,0.313,0.75,0.366
816,Eddie Basden\basdeed01,22,CHI,NBA,2005-06,19,0,7.4,0.8,1.9,0.7,1.6,0.1,0.4,0.4,0.5,0.4,1.1,1.5,0.4,0.5,0.1,0.5,0.9,2.1,0.405,0.467,0.143,0.419,0.8,0.471
817,Brandon Bass\bassbr01,20,NOK,NBA,2005-06,29,1,9.2,1,2.4,1,2.4,0,0,0.4,0.7,0.6,1.7,2.3,0.1,0.1,0.2,0.4,0.6,2.3,0.4,0.4,,0.4,0.632,0.434
818,Esteban Batista\batises01,22,ATL,NBA,2005-06,57,3,8.7,0.6,1.4,0.6,1.4,0,0,0.6,0.9,1.1,1.5,2.5,0.1,0.3,0.2,0.7,1.9,1.8,0.425,0.43,0,0.425,0.623,0.489
819,Andray Blatche\blatcan01,19,WAS,NBA,2005-06,29,0,6,0.9,2.3,0.8,1.9,0.1,0.4,0.3,0.4,0.4,0.9,1.3,0.3,0.2,0.2,0.4,1.2,2.2,0.388,0.426,0.231,0.41,0.833,0.45
820,Andrew Bogut\bogutan01,21,MIL,NBA,2005-06,82,77,28.6,3.9,7.4,3.9,7.4,0,0,1.5,2.4,2.3,4.7,7,2.3,0.6,0.8,1.5,3.2,9.4,0.533,0.536,0,0.533,0.629,0.555
821,Kevin Burleson\burleke01,26,CHA,NBA,2005-06,39,1,8.7,0.6,2.3,0.3,0.9,0.3,1.4,0.4,0.4,0.1,0.6,0.7,1.2,0.7,0.1,0.6,1.6,1.8,0.25,0.353,0.185,0.307,0.941,0.367
822,Andrew Bynum\bynuman01,18,LAL,NBA,2005-06,46,0,7.3,0.7,1.8,0.7,1.8,0,0,0.2,0.6,0.7,1,1.7,0.2,0.1,0.5,0.4,1.2,1.6,0.402,0.402,,0.402,0.296,0.394
823,Will Bynum\bynumwi01,23,GSW,NBA,2005-06,15,0,10.8,1.4,3.5,1.3,2.9,0.1,0.6,0.7,1.1,0.2,0.6,0.8,1.3,0.5,0,0.9,0.7,3.6,0.404,0.442,0.222,0.423,0.625,0.457
824,Jose Calderon\caldejo01,24,TOR,NBA,2005-06,64,11,23.2,2.1,4.9,2,4.2,0.1,0.7,1.2,1.4,0.5,1.7,2.2,4.5,0.7,0.1,1.6,1.5,5.5,0.423,0.465,0.163,0.434,0.848,0.495
825,Travis Diener\dienetr01,23,ORL,NBA,2005-06,23,0,10.7,1.3,3,0.2,0.5,1.1,2.5,0.2,0.3,0.2,0.7,0.9,0.7,0.3,0,0.4,1,3.8,0.42,0.333,0.439,0.601,0.833,0.614
826,Ike Diogu\dioguik01,22,GSW,NBA,2005-06,69,14,14.9,2.5,4.8,2.5,4.8,0,0,2,2.4,1.4,1.9,3.3,0.4,0.2,0.4,1.1,2.4,7,0.524,0.524,,0.524,0.81,0.596
827,Monta Ellis\ellismo01,20,GSW,NBA,2005-06,49,3,18.1,2.7,6.5,2.1,4.8,0.6,1.7,0.9,1.2,0.4,1.7,2.1,1.6,0.7,0.2,1.2,1.4,6.8,0.415,0.441,0.341,0.459,0.712,0.486
828,Daniel Ewing\ewingda01,22,LAC,NBA,2005-06,66,5,14.7,1.5,3.9,1.1,2.7,0.3,1.2,0.5,0.7,0.3,0.9,1.3,1.3,0.6,0.1,0.9,1.3,3.8,0.38,0.424,0.282,0.424,0.783,0.458
829,Noel Felix\felixno01,24,SEA,NBA,2005-06,12,0,6.8,0.5,2.1,0.4,1.8,0.1,0.3,0.4,0.7,0.3,0.8,1.1,0.2,0.2,0.3,0.7,1.1,1.5,0.24,0.227,0.333,0.26,0.625,0.316
830,Raymond Felton\feltora01,21,CHA,NBA,2005-06,80,54,30.1,4.3,11,3.1,7.7,1.2,3.4,2,2.8,1,2.4,3.3,5.6,1.3,0.1,2.3,2.3,11.9,0.391,0.405,0.358,0.446,0.725,0.483
831,Gerald Fitch\fitchge01,23,MIA,NBA,2005-06,18,1,13.3,1.7,4.9,1.3,3.5,0.4,1.4,0.9,1.3,0.4,1.3,1.7,1.8,0.4,0.3,0.8,1.6,4.7,0.337,0.365,0.269,0.376,0.739,0.424
832,Sharrod Ford\fordsh02,24,PHO,NBA,2005-06,3,0,4.3,0.7,1,0.7,1,0,0,0,0,0.3,0.7,1,0,0,0.3,0.7,2.3,1.3,0.667,0.667,,0.667,,0.667
833,Channing Frye\fryech01,22,NYK,NBA,2005-06,65,14,24.2,4.7,9.8,4.6,9.7,0,0.1,2.9,3.5,2.1,3.6,5.8,0.8,0.5,0.7,1.5,3.1,12.3,0.477,0.479,0.333,0.479,0.825,0.541
834,Deng Gai\gaide01,23,PHI,NBA,2005-06,2,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
835,Francisco Garcia\garcifr01,24,SAC,NBA,2005-06,67,11,19.4,1.9,4.9,1.4,2.8,0.6,2,1.2,1.5,0.6,2.2,2.8,1.4,0.6,0.7,1.1,2,5.6,0.4,0.484,0.285,0.46,0.772,0.51
836,Ryan Gomes\gomesry01,23,BOS,NBA,2005-06,61,33,22.6,2.8,5.8,2.8,5.7,0,0.1,1.8,2.4,1.7,3.2,4.9,1,0.6,0.1,0.9,1.4,7.6,0.487,0.491,0.333,0.492,0.752,0.548
837,Joey Graham\grahajo01,23,TOR,NBA,2005-06,80,24,19.8,2.5,5.2,2.1,4.1,0.4,1.1,1.4,1.7,0.7,2.3,3.1,0.8,0.5,0.2,1.2,2.9,6.7,0.478,0.517,0.333,0.513,0.812,0.564
